CustomerID,Recency,Frequency,Monetary,TotalQuantity,AvgOrderValue,ChurnStatus,Country,SpenderType
13877,86,1,17.4,12,17.4,0,United Kingdom,Low Spender
13878,55,1,1021.98,346,1021.98,0,United Kingdom,High Spender
13880,21,13,2927.18,1769,225.1676923076923,0,United Kingdom,High Spender
13881,18,13,2902.56,946,223.27384615384614,0,United Kingdom,High Spender
13882,3,5,686.34,566,137.268,0,United Kingdom,Mid Spender
13883,11,5,2176.33,1301,435.26599999999996,0,United Kingdom,High Spender
13884,7,4,670.45,253,167.6125,0,United Kingdom,Mid Spender
13885,189,2,390.2,170,195.1,1,United Kingdom,Mid Spender
13886,71,1,218.56,124,218.56,0,United Kingdom,Low Spender
13887,204,1,293.95,141,293.95,1,United Kingdom,Mid Spender
13888,120,2,496.02,244,248.01,1,United Kingdom,Mid Spender
13889,93,1,416.90000000000003,146,416.90000000000003,1,United Kingdom,Mid Spender
13890,1,10,1807.46,822,180.746,0,United Kingdom,High Spender
13892,27,4,410.01,327,102.5025,0,United Kingdom,Mid Spender
13893,298,1,195.70000000000002,46,195.70000000000002,1,United Kingdom,Low Spender
13894,24,2,430.55,245,215.275,0,United Kingdom,Mid Spender
13895,28,4,2144.67,1095,536.1675,0,United Kingdom,High Spender
13897,50,1,311.16,200,311.16,0,United Kingdom,Mid Spender
13898,326,1,138.93,131,138.93,1,United Kingdom,Low Spender
13899,16,2,337.52,152,168.76,0,United Kingdom,Mid Spender
13900,193,2,553.95,381,276.975,1,United Kingdom,Mid Spender
13901,72,5,2365.83,1335,473.166,0,United Kingdom,High Spender
13904,37,2,332.64,332,166.32,0,United Kingdom,Mid Spender
13908,80,4,1948.9,1182,487.225,0,United Kingdom,High Spender
13911,144,8,1872.71,1363,234.08875,1,United Kingdom,High Spender
13914,12,2,604.83,331,302.415,0,United Kingdom,Mid Spender
13917,50,2,252.14000000000001,226,126.07000000000001,0,United Kingdom,Low Spender
13918,50,2,565.1,322,282.55,0,United Kingdom,Mid Spender
13919,59,2,331.86,471,165.93,0,Denmark,Mid Spender
13922,352,1,81.6,56,81.6,1,United Kingdom,Low Spender
13923,54,1,317.63,181,317.63,0,United Kingdom,Mid Spender
13924,2,6,1544.05,1089,257.34166666666664,0,United Kingdom,High Spender
13925,93,4,411.1,274,102.775,1,United Kingdom,Mid Spender
13926,23,1,150.10000000000002,99,150.10000000000002,0,United Kingdom,Low Spender
13927,75,1,348.99,214,348.99,0,United Kingdom,Mid Spender
13928,11,4,336.47,117,84.1175,0,United Kingdom,Mid Spender
13929,169,2,285.45,87,142.725,1,United Kingdom,Mid Spender
13930,58,2,337.34,274,168.67,0,United Kingdom,Mid Spender
13931,96,2,956.13,647,478.065,1,United Kingdom,High Spender
13932,295,1,195.8,60,195.8,1,United Kingdom,Low Spender
13933,109,2,576.99,201,288.495,1,United Kingdom,Mid Spender
13934,264,1,818.65,379,818.65,1,United Kingdom,High Spender
13936,180,1,369.74,294,369.74,1,United Kingdom,Mid Spender
13937,169,1,128.25,87,128.25,1,United Kingdom,Low Spender
13938,35,1,71.66,70,71.66,0,United Kingdom,Low Spender
13939,23,3,466.37,593,155.45666666666668,0,United Kingdom,Mid Spender
13940,17,4,648.5600000000001,404,162.14000000000001,0,United Kingdom,Mid Spender
13941,22,5,1389.88,364,277.976,0,United Kingdom,High Spender
13946,79,3,57.33,55,19.11,0,United Kingdom,Low Spender
13947,65,1,90.6,44,90.6,0,United Kingdom,Low Spender
13948,361,1,70.19999999999999,36,70.19999999999999,1,United Kingdom,Low Spender
13949,3,6,2119.84,1998,353.3066666666667,0,United Kingdom,High Spender
13950,11,4,437.65999999999997,272,109.41499999999999,0,United Kingdom,Mid Spender
13951,176,3,504.09000000000003,293,168.03,1,United Kingdom,Mid Spender
13952,218,2,2300.811,1113,1150.4055,1,United Kingdom,High Spender
13953,7,2,265.68,124,132.84,0,United Kingdom,Low Spender
13954,2,2,307.82,140,153.91,0,United Kingdom,Mid Spender
13955,154,2,239.31,147,119.655,1,United Kingdom,Low Spender
13956,5,5,671.39,393,134.278,0,United Kingdom,Mid Spender
13959,79,3,508.59000000000003,345,169.53,0,United Kingdom,Mid Spender
13960,21,2,230.22,142,115.11,0,United Kingdom,Low Spender
13962,22,2,82.1,80,41.05,0,United Kingdom,Low Spender
13963,308,4,469.02,326,117.255,1,United Kingdom,Mid Spender
13967,146,1,35.7,6,35.7,1,United Kingdom,Low Spender
13969,7,18,6473.63,3391,359.6461111111111,0,United Kingdom,High Spender
13971,19,8,2502.56,1538,312.82,0,United Kingdom,High Spender
13972,71,2,174.35,185,87.175,0,United Kingdom,Low Spender
13973,287,1,186.75,100,186.75,1,United Kingdom,Low Spender
13974,49,1,413.59000000000003,249,413.59000000000003,0,United Kingdom,Mid Spender
13975,31,6,2224.15,1492,370.69166666666666,0,United Kingdom,High Spender
13976,207,1,227.96,92,227.96,1,United Kingdom,Low Spender
13978,15,2,132.53,117,66.265,0,United Kingdom,Low Spender
13979,73,1,869.87,639,869.87,0,United Kingdom,High Spender
13980,60,1,116.78,102,116.78,0,United Kingdom,Low Spender
13982,39,4,1424.6,869,356.15,0,United Kingdom,High Spender
13983,40,9,1277.8,982,141.97777777777776,0,United Kingdom,High Spender
13984,27,4,277.43,139,69.3575,0,United Kingdom,Low Spender
13985,4,15,6863.2300000000005,3311,457.5486666666667,0,United Kingdom,High Spender
13986,17,1,186.06,110,186.06,0,United Kingdom,Low Spender
13988,20,6,3170.07,2423,528.345,0,United Kingdom,High Spender
13989,66,2,462.21,360,231.105,0,United Kingdom,Mid Spender
13990,213,1,292.58,142,292.58,1,United Kingdom,Mid Spender
13991,12,6,721.84,659,120.30666666666667,0,United Kingdom,Mid Spender
13992,30,1,76.8,64,76.8,0,United Kingdom,Low Spender
13993,43,8,2127.26,745,265.9075,0,United Kingdom,High Spender
13994,4,6,2002.19,871,333.6983333333333,0,United Kingdom,High Spender
13995,15,5,1308.99,869,261.798,0,United Kingdom,High Spender
13999,10,12,3506.81,2045,292.2341666666667,0,United Kingdom,High Spender
14000,211,1,262.2,100,262.2,1,United Kingdom,Low Spender
14001,46,3,828.0,300,276.0,0,United Kingdom,High Spender
14002,134,2,368.59999999999997,568,184.29999999999998,1,United Kingdom,Mid Spender
14004,43,7,2921.96,1790,417.42285714285714,0,United Kingdom,High Spender
14005,10,5,1242.9,1058,248.58,0,United Kingdom,High Spender
14006,116,3,503.6,296,167.86666666666667,1,United Kingdom,Mid Spender
14009,198,2,646.8100000000001,359,323.40500000000003,1,United Kingdom,Mid Spender
14012,278,1,328.8,160,328.8,1,United Kingdom,Mid Spender
14013,110,3,435.58,366,145.19333333333333,1,United Kingdom,Mid Spender
14014,77,1,304.42,512,304.42,0,United Kingdom,Mid Spender
14015,53,1,607.62,166,607.62,0,United Kingdom,Mid Spender
14016,162,4,2642.62,1502,660.655,1,EIRE,High Spender
14019,47,3,991.01,633,330.33666666666664,0,United Kingdom,High Spender
14020,17,2,573.86,399,286.93,0,United Kingdom,Mid Spender
14021,155,3,495.7,180,165.23333333333332,1,United Kingdom,Mid Spender
14022,225,1,396.8,375,396.8,1,United Kingdom,Mid Spender
14023,7,2,540.77,307,270.385,0,United Kingdom,Mid Spender
14024,122,2,298.45,147,149.225,1,United Kingdom,Mid Spender
14027,61,1,104.82,62,104.82,0,United Kingdom,Low Spender
14029,63,2,315.66,150,157.83,0,United Kingdom,Mid Spender
14030,18,8,1594.7,1415,199.3375,0,United Kingdom,High Spender
14031,7,16,6164.41,1797,385.275625,0,United Kingdom,High Spender
14032,2,11,2173.0099999999998,1412,197.54636363636362,0,United Kingdom,High Spender
14034,22,3,343.84,249,114.61333333333333,0,United Kingdom,Mid Spender
14035,29,5,876.07,493,175.214,0,United Kingdom,High Spender
14036,285,1,451.25,248,451.25,1,United Kingdom,Mid Spender
14037,176,2,139.25,45,69.625,1,United Kingdom,Low Spender
14038,78,3,1560.38,965,520.1266666666667,0,United Kingdom,High Spender
14039,33,1,82.6,44,82.6,0,United Kingdom,Low Spender
14040,41,12,1910.76,1070,159.23,0,United Kingdom,High Spender
14041,266,1,141.41,94,141.41,1,United Kingdom,Low Spender
14044,27,4,532.12,297,133.03,0,United Kingdom,Mid Spender
14046,284,1,47.71,172,47.71,1,United Kingdom,Low Spender
14047,9,4,580.2,176,145.05,0,United Kingdom,Mid Spender
14048,305,1,399.85,240,399.85,1,United Kingdom,Mid Spender
14049,17,4,4584.74,2953,1146.185,0,United Kingdom,High Spender
14050,32,2,746.36,689,373.18,0,United Kingdom,Mid Spender
14051,1,23,10378.01,2559,451.2178260869565,0,United Kingdom,High Spender
14052,20,1,173.66,83,173.66,0,United Kingdom,Low Spender
14053,160,1,41.75,25,41.75,1,United Kingdom,Low Spender
14054,65,1,92.46,62,92.46,0,United Kingdom,Low Spender
14055,106,1,149.14,58,149.14,1,United Kingdom,Low Spender
14056,1,23,5869.21,3866,255.18304347826088,0,United Kingdom,High Spender
14057,24,15,4100.97,3032,273.398,0,United Kingdom,High Spender
14059,267,1,132.6,68,132.6,1,United Kingdom,Low Spender
14060,5,16,2591.62,2286,161.97625,0,United Kingdom,High Spender
14062,10,9,2289.89,751,254.4322222222222,0,United Kingdom,High Spender
14064,29,5,783.75,659,156.75,0,United Kingdom,Mid Spender
14066,267,1,114.3,42,114.3,1,United Kingdom,Low Spender
14067,64,2,275.04,224,137.52,0,United Kingdom,Low Spender
14068,320,1,248.85000000000002,71,248.85000000000002,1,United Kingdom,Low Spender
14071,4,8,992.03,887,124.00375,0,United Kingdom,High Spender
14073,32,1,151.04,130,151.04,0,United Kingdom,Low Spender
14075,5,3,728.54,614,242.84666666666666,0,United Kingdom,Mid Spender
14076,129,1,101.72,78,101.72,1,United Kingdom,Low Spender
14077,41,5,354.05,213,70.81,0,United Kingdom,Mid Spender
14078,102,6,936.7199999999999,297,156.11999999999998,1,United Kingdom,High Spender
14079,125,1,147.25,148,147.25,1,United Kingdom,Low Spender
14080,33,1,45.599999999999994,48,45.599999999999994,0,United Kingdom,Low Spender
14081,302,2,682.15,533,341.075,1,United Kingdom,Mid Spender
14082,365,1,127.05,70,127.05,1,United Kingdom,Low Spender
14083,4,8,820.1,566,102.5125,0,United Kingdom,High Spender
14085,2,18,3838.85,2630,213.26944444444445,0,United Kingdom,High Spender
14087,3,1,185.17,220,185.17,0,United Kingdom,Low Spender
14088,10,12,15700.62,3799,1308.385,0,United Kingdom,High Spender
14089,57,1,111.05,83,111.05,0,United Kingdom,Low Spender
14092,8,14,3874.81,1956,276.77214285714285,0,United Kingdom,High Spender
14093,12,1,411.9,319,411.9,0,United Kingdom,Mid Spender
14096,4,17,36019.84,13509,2118.8141176470585,0,United Kingdom,High Spender
14098,37,1,147.35,104,147.35,0,United Kingdom,Low Spender
14099,16,11,2668.76,1729,242.61454545454546,0,United Kingdom,High Spender
14100,138,1,144.25,57,144.25,1,United Kingdom,Low Spender
14101,295,1,2.95,2,2.95,1,United Kingdom,Low Spender
14102,5,5,563.48,358,112.696,0,United Kingdom,Mid Spender
14104,166,1,69.71,67,69.71,1,United Kingdom,Low Spender
14105,239,1,1089.14,751,1089.14,1,United Kingdom,High Spender
14107,52,7,2413.2200000000003,1526,344.7457142857143,0,United Kingdom,High Spender
14108,31,2,544.36,376,272.18,0,United Kingdom,Mid Spender
14109,73,1,144.2,88,144.2,0,United Kingdom,Low Spender
14110,37,10,2927.37,1495,292.73699999999997,0,United Kingdom,High Spender
14111,96,2,63.3,22,31.65,1,United Kingdom,Low Spender
14112,23,6,2505.16,1422,417.52666666666664,0,United Kingdom,High Spender
14113,4,4,619.02,383,154.755,0,United Kingdom,Mid Spender
14114,331,1,195.13,89,195.13,1,United Kingdom,Low Spender
14116,20,5,1091.04,604,218.208,0,United Kingdom,High Spender
14117,144,1,90.0,72,90.0,1,United Kingdom,Low Spender
14121,4,4,2370.56,1625,592.64,0,United Kingdom,High Spender
14125,11,3,2376.73,1596,792.2433333333333,0,United Kingdom,High Spender
14126,11,1,183.4,68,183.4,0,United Kingdom,Low Spender
14127,123,3,503.01,295,167.67,1,United Kingdom,Mid Spender
14128,61,2,625.0,563,312.5,0,United Kingdom,Mid Spender
14129,2,5,1077.06,520,215.41199999999998,0,United Kingdom,High Spender
14130,319,1,360.46,200,360.46,1,United Kingdom,Mid Spender
14132,2,11,2714.17,2086,246.74272727272728,0,United Kingdom,High Spender
14133,130,3,499.28999999999996,307,166.42999999999998,1,United Kingdom,Mid Spender
14135,2,15,2849.29,1498,189.95266666666666,0,United Kingdom,High Spender
14138,2,2,965.8800000000001,600,482.94000000000005,0,United Kingdom,High Spender
14139,46,1,278.28,316,278.28,0,United Kingdom,Mid Spender
14140,4,2,913.18,762,456.59,0,United Kingdom,High Spender
14141,3,4,902.38,354,225.595,0,United Kingdom,High Spender
14142,373,1,280.95,245,280.95,1,United Kingdom,Mid Spender
14143,134,1,64.8,24,64.8,1,United Kingdom,Low Spender
14146,9,5,3054.55,2170,610.9100000000001,0,United Kingdom,High Spender
14147,78,2,61.8,36,30.9,0,United Kingdom,Low Spender
14148,234,1,29.700000000000003,6,29.700000000000003,1,United Kingdom,Low Spender
14149,221,1,421.12,216,421.12,1,United Kingdom,Mid Spender
14150,36,2,584.74,426,292.37,0,United Kingdom,Mid Spender
14152,75,2,602.57,663,301.285,0,United Kingdom,Mid Spender
14154,239,2,682.92,426,341.46,1,United Kingdom,Mid Spender
14155,266,1,118.75,25,118.75,1,United Kingdom,Low Spender
14156,10,41,18276.11,7871,445.75878048780487,0,EIRE,High Spender
14157,20,2,404.73,223,202.365,0,United Kingdom,Mid Spender
14158,40,1,397.38,581,397.38,0,United Kingdom,Mid Spender
14159,20,11,4428.38,4105,402.58,0,United Kingdom,High Spender
14161,216,3,878.02,427,292.67333333333335,1,United Kingdom,High Spender
14162,174,2,198.11,89,99.055,1,United Kingdom,Low Spender
14163,87,4,1051.6100000000001,293,262.90250000000003,0,United Kingdom,High Spender
14164,81,1,374.4,264,374.4,0,United Kingdom,Mid Spender
14165,276,1,82.19,49,82.19,1,United Kingdom,Low Spender
14167,39,4,512.84,142,128.21,0,United Kingdom,Mid Spender
14171,98,1,308.44,162,308.44,1,United Kingdom,Mid Spender
14173,11,4,222.34,106,55.585,0,United Kingdom,Low Spender
14174,33,1,124.51,93,124.51,0,United Kingdom,Low Spender
14175,60,3,2177.5,1379,725.8333333333334,0,United Kingdom,High Spender
14176,297,4,517.2,203,129.3,1,United Kingdom,Mid Spender
14177,86,4,450.77,159,112.6925,0,United Kingdom,Mid Spender
14178,9,7,1446.49,1299,206.64142857142858,0,United Kingdom,High Spender
14179,41,2,548.67,302,274.335,0,United Kingdom,Mid Spender
14180,11,25,1779.8200000000002,464,71.1928,0,United Kingdom,High Spender
14184,67,1,245.59,105,245.59,0,United Kingdom,Low Spender
14185,331,1,12.75,3,12.75,1,United Kingdom,Low Spender
14188,31,6,1763.8600000000001,1034,293.9766666666667,0,United Kingdom,High Spender
14189,2,15,3787.7400000000002,2939,252.51600000000002,0,United Kingdom,High Spender
14191,2,13,4273.1,2980,328.70000000000005,0,United Kingdom,High Spender
14193,68,2,737.15,365,368.575,0,United Kingdom,Mid Spender
14194,5,21,9440.61,4856,449.5528571428572,0,United Kingdom,High Spender
14196,107,1,73.72,44,73.72,1,United Kingdom,Low Spender
14198,18,4,504.6,226,126.15,0,United Kingdom,Mid Spender
14199,218,1,10.2,12,10.2,1,United Kingdom,Low Spender
14201,60,7,522.64,274,74.66285714285713,0,United Kingdom,Mid Spender
14204,2,1,128.16,70,128.16,0,United Kingdom,Low Spender
14205,17,2,288.2,182,144.1,0,United Kingdom,Mid Spender
14206,239,1,302.65999999999997,274,302.65999999999997,1,United Kingdom,Mid Spender
14208,95,1,101.14,108,101.14,1,United Kingdom,Low Spender
14209,11,6,1098.55,405,183.09166666666667,0,United Kingdom,High Spender
14210,106,6,1616.1200000000001,696,269.35333333333335,1,United Kingdom,High Spender
14211,53,9,1761.15,967,195.68333333333334,0,United Kingdom,High Spender
14214,31,5,938.14,711,187.628,0,United Kingdom,High Spender
14215,12,6,1650.47,1169,275.0783333333333,0,United Kingdom,High Spender
14216,3,4,1082.66,468,270.665,0,United Kingdom,High Spender
14217,2,17,1253.13,456,73.71352941176471,0,United Kingdom,High Spender
14218,43,1,169.48000000000002,160,169.48000000000002,0,United Kingdom,Low Spender
14219,4,1,73.44,76,73.44,0,United Kingdom,Low Spender
14220,247,2,510.72,200,255.36,1,United Kingdom,Mid Spender
14221,42,9,2655.95,1877,295.10555555555555,0,United Kingdom,High Spender
14222,177,1,576.5,474,576.5,1,United Kingdom,Mid Spender
14223,92,3,736.5600000000001,510,245.52,1,United Kingdom,Mid Spender
14224,110,4,645.21,332,161.3025,1,United Kingdom,Mid Spender
14226,30,4,1256.49,682,314.1225,0,United Kingdom,High Spender
14227,26,9,2897.32,1699,321.9244444444445,0,United Kingdom,High Spender
14229,52,3,757.8,352,252.6,0,United Kingdom,Mid Spender
14231,184,3,793.26,402,264.42,1,United Kingdom,Mid Spender
14232,43,5,1630.66,1180,326.132,0,United Kingdom,High Spender
14233,49,4,916.9200000000001,404,229.23000000000002,0,United Kingdom,High Spender
14234,22,4,706.92,719,176.73,0,United Kingdom,Mid Spender
14235,75,5,1505.34,889,301.068,0,United Kingdom,High Spender
14236,81,2,302.64,228,151.32,0,United Kingdom,Mid Spender
14237,373,1,77.45,31,77.45,1,United Kingdom,Low Spender
14238,326,1,96.2,76,96.2,1,United Kingdom,Low Spender
14239,43,11,1996.75,951,181.52272727272728,0,United Kingdom,High Spender
14240,30,2,745.14,402,372.57,0,United Kingdom,Mid Spender
14241,184,1,213.70000000000002,146,213.70000000000002,1,United Kingdom,Low Spender
14242,235,2,219.25,117,109.625,1,United Kingdom,Low Spender
14243,9,10,2205.13,1009,220.513,0,United Kingdom,High Spender
14245,220,2,1516.7,957,758.35,1,United Kingdom,High Spender
14246,111,3,1293.0,648,431.0,1,United Kingdom,High Spender
14247,278,1,104.12,44,104.12,1,United Kingdom,Low Spender
14248,318,1,98.58,78,98.58,1,United Kingdom,Low Spender
14250,7,3,1823.13,1144,607.71,0,United Kingdom,High Spender
14251,2,5,1796.8200000000002,1034,359.36400000000003,0,United Kingdom,High Spender
14256,260,2,738.0600000000001,388,369.03000000000003,1,United Kingdom,Mid Spender
14257,64,5,2451.6,1222,490.32,0,United Kingdom,High Spender
14258,9,9,2439.26,524,271.0288888888889,0,United Kingdom,High Spender
14259,142,1,104.1,66,104.1,1,United Kingdom,Low Spender
14261,79,1,633.79,301,633.79,0,United Kingdom,Mid Spender
14262,8,8,2337.11,1487,292.13875,0,United Kingdom,High Spender
14264,155,2,177.17000000000002,51,88.58500000000001,1,United Kingdom,Low Spender
14265,109,2,333.43,313,166.715,1,Unspecified,Mid Spender
14267,163,3,940.44,478,313.48,1,United Kingdom,High Spender
14270,332,1,341.65000000000003,181,341.65000000000003,1,United Kingdom,Mid Spender
14271,226,1,92.42,86,92.42,1,United Kingdom,Low Spender
14272,74,2,330.2,408,165.1,0,United Kingdom,Mid Spender
14273,51,4,559.97,264,139.9925,0,United Kingdom,Mid Spender
14276,99,3,1042.49,737,347.49666666666667,1,United Kingdom,High Spender
14277,15,3,2830.32,1392,943.44,0,France,High Spender
14280,197,1,92.63999999999999,48,92.63999999999999,1,United Kingdom,Low Spender
14282,3,15,2651.88,1716,176.792,0,United Kingdom,High Spender
14284,31,2,505.3,152,252.65,0,United Kingdom,Mid Spender
14285,21,4,368.78000000000003,134,92.19500000000001,0,United Kingdom,Mid Spender
14286,24,3,3926.34,3641,1308.78,0,United Kingdom,High Spender
14287,8,2,159.35,117,79.675,0,United Kingdom,Low Spender
14288,213,1,306.0,136,306.0,1,United Kingdom,Mid Spender
14289,9,6,508.06,244,84.67666666666666,0,United Kingdom,Mid Spender
14290,11,5,1983.2,878,396.64,0,United Kingdom,High Spender
14291,2,11,3262.5,2556,296.59090909090907,0,United Kingdom,High Spender
14292,8,9,1665.33,943,185.03666666666666,0,United Kingdom,High Spender
14293,3,4,951.1600000000001,697,237.79000000000002,0,United Kingdom,High Spender
14295,40,1,166.20000000000002,84,166.20000000000002,0,United Kingdom,Low Spender
14297,18,4,1102.85,665,275.7125,0,United Kingdom,High Spender
14298,8,40,24387.53,17483,609.6882499999999,0,United Kingdom,High Spender
14299,8,8,2234.89,1359,279.36125,0,United Kingdom,High Spender
14300,19,1,43.2,32,43.2,0,United Kingdom,Low Spender
14301,117,1,128.7,90,128.7,1,United Kingdom,Low Spender
14304,223,1,224.4,120,224.4,1,United Kingdom,Low Spender
14305,71,3,1811.16,1084,603.72,0,United Kingdom,High Spender
14306,51,2,697.88,303,348.94,0,United Kingdom,Mid Spender
14307,89,6,2682.61,1804,447.1016666666667,0,United Kingdom,High Spender
14309,8,9,1766.45,1171,196.27222222222224,0,United Kingdom,High Spender
14311,243,1,198.97,101,198.97,1,United Kingdom,Low Spender
14312,47,6,1265.06,746,210.84333333333333,0,United Kingdom,High Spender
14314,107,1,93.47999999999999,108,93.47999999999999,1,United Kingdom,Low Spender
14315,45,6,2014.03,931,335.6716666666667,0,United Kingdom,High Spender
14317,65,1,375.58,240,375.58,0,United Kingdom,Mid Spender
14320,207,2,457.89,323,228.945,1,United Kingdom,Mid Spender
14321,11,5,1178.4,1527,235.68,0,United Kingdom,High Spender
14323,115,2,517.66,342,258.83,1,United Kingdom,Mid Spender
14326,242,1,123.85000000000001,55,123.85000000000001,1,United Kingdom,Low Spender
14327,163,1,311.65,139,311.65,1,United Kingdom,Mid Spender
14329,17,7,3974.03,2472,567.7185714285714,0,United Kingdom,High Spender
14331,124,2,395.76,244,197.88,1,United Kingdom,Mid Spender
14332,23,3,559.05,259,186.35,0,United Kingdom,Mid Spender
14333,68,1,188.20000000000002,36,188.20000000000002,0,United Kingdom,Low Spender
14334,17,8,1829.61,1577,228.70125,0,United Kingdom,High Spender
14335,16,2,409.2,324,204.6,0,Germany,Mid Spender
14336,17,4,1281.1100000000001,915,320.27750000000003,0,United Kingdom,High Spender
14338,196,1,443.2,275,443.2,1,United Kingdom,Mid Spender
14339,243,1,309.52,168,309.52,1,United Kingdom,Mid Spender
14340,219,1,134.7,58,134.7,1,United Kingdom,Low Spender
14341,45,8,1858.47,1188,232.30875,0,United Kingdom,High Spender
14342,21,4,322.8,229,80.7,0,United Kingdom,Mid Spender
14344,127,8,615.5300000000001,388,76.94125000000001,1,United Kingdom,Mid Spender
14345,39,1,108.97999999999999,50,108.97999999999999,0,United Kingdom,Low Spender
14346,121,2,799.46,554,399.73,1,United Kingdom,Mid Spender
14348,260,1,297.87,169,297.87,1,United Kingdom,Mid Spender
14349,10,1,125.0,85,125.0,0,United Kingdom,Low Spender
14350,274,1,282.93,183,282.93,1,United Kingdom,Mid Spender
14351,165,1,51.0,12,51.0,1,United Kingdom,Low Spender
14352,157,4,821.76,480,205.44,1,United Kingdom,High Spender
14353,215,1,90.6,64,90.6,1,United Kingdom,Low Spender
14354,6,2,126.17999999999999,114,63.089999999999996,0,United Kingdom,Low Spender
14355,366,1,158.5,90,158.5,1,United Kingdom,Low Spender
14356,80,2,480.93,261,240.465,0,United Kingdom,Mid Spender
14357,43,1,215.17000000000002,146,215.17000000000002,0,United Kingdom,Low Spender
14359,19,3,799.08,360,266.36,0,United Kingdom,Mid Spender
14360,32,4,1722.63,1103,430.6575,0,United Kingdom,High Spender
14362,22,1,138.75,95,138.75,0,United Kingdom,Low Spender
14364,109,8,1022.95,559,127.86875,1,United Kingdom,High Spender
14367,8,16,7225.1900000000005,3860,451.57437500000003,0,United Kingdom,High Spender
14368,320,1,105.2,32,105.2,1,United Kingdom,Low Spender
14371,295,1,100.5,34,100.5,1,United Kingdom,Low Spender
14373,358,1,10.2,12,10.2,1,United Kingdom,Low Spender
14375,185,1,219.66,182,219.66,1,United Kingdom,Low Spender
14377,191,2,155.25,39,77.625,1,United Kingdom,Low Spender
14379,44,2,340.15000000000003,291,170.07500000000002,0,United Kingdom,Mid Spender
14381,52,1,202.68,146,202.68,0,United Kingdom,Low Spender
14382,26,1,448.58,430,448.58,0,United Kingdom,Mid Spender
14383,38,3,903.67,569,301.2233333333333,0,United Kingdom,High Spender
14385,9,3,202.11,159,67.37,0,United Kingdom,Low Spender
14386,297,1,93.6,48,93.6,1,United Kingdom,Low Spender
14387,33,3,1458.25,769,486.0833333333333,0,United Kingdom,High Spender
14388,10,8,2804.56,1707,350.57,0,United Kingdom,High Spender
14389,65,2,792.94,460,396.47,0,United Kingdom,Mid Spender
14390,10,9,3415.92,1620,379.5466666666667,0,United Kingdom,High Spender
14393,218,1,67.95,13,67.95,1,United Kingdom,Low Spender
14395,2,9,3129.21,1650,347.69,0,United Kingdom,High Spender
14396,65,2,451.09,221,225.545,0,United Kingdom,Mid Spender
14397,3,16,994.8199999999999,808,62.176249999999996,0,United Kingdom,High Spender
14400,149,1,326.48,232,326.48,1,United Kingdom,Mid Spender
14401,4,13,2722.94,2490,209.4569230769231,0,United Kingdom,High Spender
14403,217,2,283.95000000000005,49,141.97500000000002,1,United Kingdom,Mid Spender
14404,34,6,1078.73,634,179.78833333333333,0,United Kingdom,High Spender
14406,119,1,106.25,39,106.25,1,United Kingdom,Low Spender
14407,107,5,981.53,662,196.30599999999998,1,United Kingdom,High Spender
14408,11,7,1816.03,1143,259.43285714285713,0,United Kingdom,High Spender
14409,71,4,875.4200000000001,541,218.85500000000002,0,United Kingdom,High Spender
14410,92,9,887.72,542,98.63555555555556,1,United Kingdom,High Spender
14411,311,1,539.4000000000001,108,539.4000000000001,1,United Kingdom,Mid Spender
14412,43,2,562.33,578,281.165,0,United Kingdom,Mid Spender
14413,362,1,111.10000000000001,66,111.10000000000001,1,United Kingdom,Low Spender
14414,92,7,1033.42,1346,147.6314285714286,1,United Kingdom,High Spender
14415,1,13,5144.24,2682,395.7107692307692,0,United Kingdom,High Spender
14416,22,2,189.5,158,94.75,0,United Kingdom,Low Spender
14418,4,3,1517.64,1352,505.88000000000005,0,United Kingdom,High Spender
14419,11,6,1025.94,480,170.99,0,United Kingdom,High Spender
14420,99,1,387.52,334,387.52,1,United Kingdom,Mid Spender
14421,57,2,728.61,355,364.305,0,United Kingdom,Mid Spender
14422,1,6,3462.69,2099,577.115,0,United Kingdom,High Spender
14423,218,1,20.4,24,20.4,1,United Kingdom,Low Spender
14426,24,9,2998.21,1943,333.13444444444445,0,United Kingdom,High Spender
14427,50,2,287.74,156,143.87,0,United Kingdom,Mid Spender
14428,7,5,764.04,323,152.808,0,United Kingdom,Mid Spender
14431,303,1,303.66,114,303.66,1,United Kingdom,Mid Spender
14432,10,6,2025.91,1865,337.6516666666667,0,United Kingdom,High Spender
14434,22,6,964.8000000000001,176,160.8,0,United Kingdom,High Spender
14436,99,1,76.56,128,76.56,1,United Kingdom,Low Spender
14437,366,1,63.0,60,63.0,1,United Kingdom,Low Spender
14438,306,1,131.9,82,131.9,1,United Kingdom,Low Spender
14439,320,1,1637.3,318,1637.3,1,Greece,High Spender
14440,8,5,1549.88,484,309.976,0,United Kingdom,High Spender
14441,1,4,1378.5900000000001,415,344.64750000000004,0,United Kingdom,High Spender
14442,205,2,677.47,395,338.735,1,Channel Islands,Mid Spender
14443,54,4,1370.33,889,342.5825,0,United Kingdom,High Spender
14446,1,4,899.22,728,224.805,0,United Kingdom,High Spender
14447,19,5,1147.33,569,229.46599999999998,0,United Kingdom,High Spender
14448,9,2,127.80000000000001,55,63.900000000000006,0,United Kingdom,Low Spender
14449,19,4,852.55,738,213.1375,0,United Kingdom,High Spender
14450,181,3,483.25,241,161.08333333333334,1,United Kingdom,Mid Spender
14451,60,2,626.9,376,313.45,0,United Kingdom,Mid Spender
